"","identity","degree","betweenness","eigenvector","Kingdom","Phylum","Class","Order","Family","Genus"
"1304","Streptococcus salivarius",10,16534,0.000145656067651486,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"1871025","Ndongobacter massiliensis",10,35064,0.00031651836987608,"Bacteria","Firmicutes","Tissierellia","Tissierellales","Gottschalkiaceae","Ndongobacter"
"38305","Corynebacterium vitaeruminis",10,24414,0.00041173045129594,"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium"
"2653857","Amycolatopsis sp. YIM 10",10,40060,8.9247937926608e-05,"Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Amycolatopsis"
"2051","Mobiluncus curtisii",10,45591,0.000373726277901349,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Mobiluncus"
"2546366","Rippkaea orientalis",10,27480,0.000113180805207024,"Bacteria","Cyanobacteria","","Chroococcales","Aphanothecaceae","Rippkaea"
"294","Pseudomonas fluorescens",10,6834,0.308052282502758,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"2267264","Alteromonas sp. RKMC-009",10,36283,9.76831866215928e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Alteromonas"
"435897","Lysobacter capsici",10,28443,8.89996733492523e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter"
"2686360","Cobetia sp. L2A1",10,57197,0.000295765184395908,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Cobetia"
"39765","Hydrogenovibrio crunogenus",10,41598,0.00032666307830198,"Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Piscirickettsiaceae","Hydrogenovibrio"
"313985","Geobacter lovleyi",10,44791,0.000262834046350214,"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Geobacteraceae","Geobacter"
"1673076","Sphingobium hydrophobicum",10,23324,0.000103335037581925,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium"
"192812","Erythrobacter flavus",10,41381,9.64395530288877e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","Erythrobacter"
"1612173","Niveispirillum cyanobacteriorum",10,32582,0.000216102704191335,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Niveispirillum"
"2594003","Ferrovibrio terrae",10,38177,0.000137860954576365,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Ferrovibrio"
"93218","Pandoraea apista",10,46663,0.00010331704609572,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Pandoraea"
"1007105","Pusillimonas sp. T7-7",10,33949,7.92772209536068e-05,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Pusillimonas"
"1593482","Massilia sp. YMA4",10,38785,0.000115546921415329,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia"
"692036","Tuwongella immobilis",10,31744,7.60885687876531e-05,"Bacteria","Planctomycetes","Planctomycetia","Gemmatales","Gemmataceae","Tuwongella"
"837","Porphyromonas gingivalis",9,10159,0.000906541208829789,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas"
"1250205","Gramella sp. MAR_2010_147",9,20380,9.55977453459424e-05,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Gramella"
"2698672","Muricauda sp. 501str8",9,26414,0.000270374169701172,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Muricauda"
"328515","Nonlabens dokdonensis",9,31608,9.88787965560543e-05,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Nonlabens"
"2754694","Chryseobacterium manosquense",9,16094,8.31965063680276e-05,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Chryseobacterium"
"1234841","Mucilaginibacter xinganensis",9,24626,0.000154929632488764,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter"
"1102","Prosthecochloris aestuarii",9,27556,5.81005412669549e-05,"Bacteria","Chlorobi","Chlorobia","Chlorobiales","Chlorobiaceae","Prosthecochloris"
"185008","Butyrivibrio hungatei",9,21135,0.00502708230403647,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Butyrivibrio"
"853","Faecalibacterium prausnitzii",9,38180,0.0399527317267338,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium"
"1712410","Thermoanaerosceptrum fracticalcis",9,21119,0.000106518280302269,"Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","Thermoanaerosceptrum"
"198119","Paenibacillus barcinonensis",9,22388,7.08567649223813e-05,"Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus"
"72360","Bacillus mojavensis",9,29427,4.98012120245435e-05,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus"
"119858","Bacillus sonorensis",9,23139,9.91827977538303e-05,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus"
"1352","Enterococcus faecium",9,25650,0.00682080021622456,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus"
"83526","Companilactobacillus Lactobacillus paralimentarius",9,22637,8.69306430517866e-05,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Companilactobacillus"
"2055160","Kyrpidia spormannii",9,36810,0.000113735139540416,"Bacteria","Firmicutes","Bacilli","Bacillales","Alicyclobacillaceae","Kyrpidia"
"1047172","Nocardia sp. CS682",9,19735,0.000265407682612617,"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Nocardiaceae","Nocardia"
"433659","Nocardioides mesophilus",9,25065,7.45367552154497e-05,"Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides"
"2560010","Actinomyces sp. dk561",9,35819,0.000617631459194016,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces"
"2081702","Actinomyces sp. oral taxon 897",9,27300,0.000175577777060365,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces"
"133926","Olsenella uli",9,26977,0.00125745361129987,"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Atopobiaceae","Olsenella"
"373994","Rivularia sp. PCC 7116",9,33863,0.000114278043395542,"Bacteria","Cyanobacteria","","Nostocales","Rivulariaceae","Rivularia"
"152260","Chloroflexus aggregans",9,29727,0.000140247261707935,"Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Chloroflexaceae","Chloroflexus"
"665914","Mixta gaviniae",9,24071,9.27122303936374e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Mixta"
"29486","Yersinia ruckeri",9,58686,0.000152033153407014,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Yersinia"
"516075","Providencia sneebia",9,30290,0.000308469196041636,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Morganellaceae","Providencia"
"158841","Leminorella richardii",9,26891,0.000161234521467749,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Budviciaceae","Leminorella"
"1407071","Acinetobacter sp. TGL-Y2",9,25836,0.000108467738391411,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"300231","Glaciecola nitratireducens",9,20463,0.000110504746102472,"Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Glaciecola"
"1763536","Thalassotalea crassostreae",9,24512,6.86760399610037e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Colwelliaceae","Thalassotalea"
"2770322","Stenotrophomonas sp. 169",9,35683,6.36006745490218e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas"
"2511995","Pseudolysobacter antarcticus",9,31137,5.41820292140942e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Pseudolysobacter"
"2614693","Nitrincola sp. KXZD1103",9,26222,0.000118022774196616,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae","Nitrincola"
"511062","Oceanimonas sp. GK1",9,29942,0.00020291006359076,"Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Aeromonadaceae","Oceanimonas"
"1769779","Microbulbifer aggregans",9,25737,0.000154427869502444,"Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Microbulbiferaceae","Microbulbifer"
"387092","Nitratiruptor sp. SB155-2",9,25740,0.000317621059295655,"Bacteria","Proteobacteria","Epsilonproteobacteria","Nautiliales","Nautiliaceae","Nitratiruptor"
"881","Desulfovibrio vulgaris",9,7771,9.71511550953948e-05,"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio"
"45663","Desulfohalobium retbaense",9,28372,0.000387545826452497,"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfohalobiaceae","Desulfohalobium"
"2358","Desulfomonile tiedjei",9,34047,0.000108533741049418,"Bacteria","Proteobacteria","Deltaproteobacteria","Syntrophobacterales","Syntrophaceae","Desulfomonile"
"1620421","Hoeflea sp. IMCC20628",9,40677,0.000208175444122915,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Hoeflea"
"1850374","Ancylobacter sp. TS-1",9,35716,0.000337836028111056,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Ancylobacter"
"2560057","Terasakiella sp. SH-1",9,46183,0.000277371092681373,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylocystaceae","Terasakiella"
"1063","Rhodobacter sphaeroides",9,24875,0.000517363547172054,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacter"
"2789327","Sphingobium sp. Cam5-1",9,24365,0.000110452556797904,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium"
"120107","Sphingobium cloacae",9,16865,6.52280295956993e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium"
"1639348","Magnetospirillum sp. ME-1",9,35738,3.39397791462632e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Magnetospirillum"
"284016","Phenylobacterium zucineum",9,23728,0.000176793507509317,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium"
"2582913","Emcibacter sp. MEBiC09520",9,26167,0.00220248558523026,"Bacteria","Proteobacteria","Alphaproteobacteria","Emcibacterales","Emcibacteraceae","Emcibacter"
"2161677","Kordiimonas pumila",9,23680,0.000298925486480666,"Bacteria","Proteobacteria","Alphaproteobacteria","Kordiimonadales","Kordiimonadaceae","Kordiimonas"
"2211211","Paraburkholderia dokdonella",9,27880,0.000546756176923032,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Paraburkholderia"
"158899","Collimonas fungivorans",9,22735,0.000603356096465231,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Collimonas"
"488","Neisseria mucosa",9,46218,0.00316307988579929,"Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Neisseria"
"915","Nitrosomonas europaea",9,40243,0.000184591616428244,"Bacteria","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae","Nitrosomonas"
"44577","Nitrosomonas ureae",9,25781,0.000354571478787663,"Bacteria","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae","Nitrosomonas"
"649841","Sulfuricella denitrificans",9,33078,0.00127756620710797,"Bacteria","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Sulfuricellaceae","Sulfuricella"
"2220073","Bdellovibrio sp. NC01",9,34033,0.000757121247767706,"Bacteria","Proteobacteria","Oligoflexia","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio"
"1131707","Sphaerochaeta pleomorpha",9,22381,0.000375797497767204,"Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Sphaerochaeta"
"1679444","Akkermansia glycaniphila",9,18771,0.000144652226338732,"Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia"
"1400387","Bythopirellula goksoyri",9,41235,0.000279171674334621,"Bacteria","Planctomycetes","Planctomycetia","Pirellulales","Lacipirellulaceae","Bythopirellula"
"1331910","Thermogutta terrifontis",9,20127,7.81228855946264e-05,"Bacteria","Planctomycetes","Planctomycetia","Pirellulales","Thermoguttaceae","Thermogutta"
"658062","Candidatus Koribacter versatilis",9,21195,8.69443856316176e-05,"Bacteria","Acidobacteria","Acidobacteriia","Acidobacteriales","Acidobacteriaceae","Candidatus Koribacter"
"139438","Geovibrio thiophilus",9,44500,0.00136062272582679,"Bacteria","Deferribacteres","Deferribacteres","Deferribacterales","Deferribacteraceae","Geovibrio"
"1715989","Nitrospira Candidatus Nitrospira inopinata",9,26503,0.000229512387034974,"Bacteria","Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae","Nitrospira"
"1936021","Thermosulfuriphilus ammonigenes",9,40274,0.000104147852610265,"Bacteria","Thermodesulfobacteria","Thermodesulfobacteria","Thermodesulfobacteriales","Thermodesulfobacteriaceae","Thermosulfuriphilus"
"1408281","Endomicrobium proavitum",9,37772,0.000228810018358169,"Bacteria","Elusimicrobia","Endomicrobia","Endomicrobiales","Endomicrobiaceae","Endomicrobium"
"2715212","Bacteroides sp. CBA7301",8,9781,0.0145500060605893,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"712710","Tannerella sp. oral taxon HOT-286",8,23622,0.000268433478171747,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella"
"28132","Prevotella melaninogenica",8,20447,0.000336686719734355,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella"
"459526","Flavobacterium anhuiense",8,23018,0.000225869508639724,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"2608253","Nonlabens sp. Ci31",8,17905,8.66680350291641e-05,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Nonlabens"
"2738844","Polaribacter sp. L12M9",8,20726,0.00012273506195442,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Polaribacter"
"2126553","Gramella fulva",8,29964,0.00014126550757532,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Gramella"
"1241979","Kaistella Chryseobacterium carnis",8,25495,0.000139640072379214,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Kaistella"
"1356852","Hymenobacter sp. APR13",8,16560,0.000108274203474056,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"2584940","Hymenobacter sp. DG01",8,21102,0.000195221902421607,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"564064","Spirosoma rigui",8,16565,0.000178519738605248,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Spirosoma"
"2268026","Runella sp. SP2",8,36109,0.00981945706555499,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Runella"
"2713573","Sphingobacterium sp. DR205",8,19182,0.000142024758906107,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium"
"371142","Sphingobacterium daejeonense",8,19474,0.000101596317259259,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium"
"2703789","Mucilaginibacter sp. 14171R-50",8,22744,0.000232174185784594,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter"
"1813871","Panacibacter ginsenosidivorans",8,15075,0.000271184464278867,"Bacteria","Bacteroidetes","Chitinophagia","Chitinophagales","Chitinophagaceae","Panacibacter"
"1936080","Winogradskyella sp. J14-2",8,18064,0.000105734924276346,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Winogradskyella"
"1457365","Candidatus Cyclonatronum proteinivorum",8,25132,9.61378664479191e-05,"Bacteria","Balneolaeota","","","","Candidatus Cyclonatronum"
"39485","Lachnospira eligens",8,19802,0.00178569624046044,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospira"
"2779518","Blautia sp. LZLJ-3",8,9992,0.00229992479534591,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia"
"433286","Anaerocolumna cellulosilytica",8,3218,0.00146840884281576,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Anaerocolumna"
"29341","Clostridium argentinense",8,16672,0.000108600268155405,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"1677857","Hungateiclostridium saccincola",8,16479,0.000112711908516014,"Bacteria","Firmicutes","Clostridia","Clostridiales","Hungateiclostridiaceae","Hungateiclostridium"
"291990","Thermosediminibacter oceani",8,17958,0.000188952146599261,"Bacteria","Firmicutes","Clostridia","Thermosediminibacterales","Thermosediminibacteraceae","Thermosediminibacter"
"712528","Selenomonas sp. oral taxon 126",8,17112,0.000163245279175167,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Selenomonadaceae","Selenomonas"
"713030","Selenomonas sp. oral taxon 136",8,22490,9.62739120469777e-05,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Selenomonadaceae","Selenomonas"
"907","Megasphaera elsdenii",8,11197,0.00023499393103494,"Bacteria","Firmicutes","Negativicutes","Veillonellales","Veillonellaceae","Megasphaera"
"1870819","Paenibacillus sp. BIHB4019",8,16635,0.000394276280428422,"Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus"
"2726185","Paenibacillus sp. UniB2",8,35975,0.000149471617057077,"Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus"
"1619311","Paenibacillus physcomitrellae",8,21186,0.000264994948621052,"Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus"
"2496837","Brevibacillus sp. SCSIO 07484",8,24536,5.6149623669708e-05,"Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Brevibacillus"
"2779776","Bacillus sp. HD4P25",8,16967,0.000434618806844148,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus"
"1193713","Neobacillus mesonae",8,20175,0.000449898425011225,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Neobacillus"
"2518176","Lentibacillus sp. CBA3610",8,24824,0.000124489697150725,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Lentibacillus"
"1296","Staphylococcus sciuri",8,22474,0.000175568131566545,"Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus"
"1898474","Macrococcus sp. IME1552",8,26637,6.53712961454634e-05,"Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Macrococcus"
"2213202","Planococcus sp. Y42",8,18932,8.92495285709661e-05,"Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Planococcus"
"298596","Sporosarcina ureilytica",8,30061,0.00193495506978044,"Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Sporosarcina"
"360911","Exiguobacterium sp. AT1b",8,17127,5.25013144011136e-05,"Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Exiguobacterium"
"1641","Listeria grayi",8,26574,0.000229639107718872,"Bacteria","Firmicutes","Bacilli","Bacillales","Listeriaceae","Listeria"
"2490858","Staphylospora marina",8,22187,5.70465960025792e-05,"Bacteria","Firmicutes","Bacilli","Bacillales","Thermoactinomycetaceae","Staphylospora"
"1471761","Novibacillus thermophilus",8,23157,0.000156007908816683,"Bacteria","Firmicutes","Bacilli","Bacillales","Thermoactinomycetaceae","Novibacillus"
"1902136","Streptococcus sp. NPS 308",8,6407,0.000441342841268711,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"1590","Lactiplantibacillus plantarum",8,23273,0.000161546953634192,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactiplantibacillus"
"1607","Loigolactobacillus Lactobacillus bifermentans",8,23234,0.000249323348329322,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Loigolactobacillus"
"1176255","Planococcus dechangensis",8,21991,0.00380377339394834,"Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Planococcus"
"2506420","Weissella cryptocerci",8,14362,5.3034823115386e-05,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Weissella"
"336988","Oenococcus kitaharae",8,32174,7.52593385720491e-05,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Oenococcus"
"137591","Weissella cibaria",8,29697,0.000228834410757541,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Weissella"
"1680","Bifidobacterium adolescentis",8,15279,0.000584228041612157,"Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium"
"2692234","Streptomyces sp. GS7",8,23613,0.000379302835188513,"Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"2126346","Streptacidiphilus bronchialis",8,19587,0.000174265502949547,"Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptacidiphilus"
"2495430","Curtobacterium sp. Csp2",8,3713,0.442539605278153,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Curtobacterium"
"2499157","Candidatus Aquiluna sp. 15G-AUS-rot",8,16345,8.13237104901451e-05,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Candidatus Aquiluna"
"1652545","Arthrobacter sp. YC-RL1",8,21416,0.000250164038739536,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Arthrobacter"
"656366","Arthrobacter alpinus",8,23713,0.000225746290930375,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Arthrobacter"
"2708079","Microbacterium sp. HY82",8,23776,0.000569332488302128,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium"
"1658671","Arsenicicoccus sp. oral taxon 190",8,17909,7.73768010283748e-05,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Intrasporangiaceae","Arsenicicoccus"
"1888","Streptomyces albus",8,15964,0.000109817546051075,"Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"1544730","Kribbella qitaiheensis",8,21651,0.000218569684791115,"Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Kribbella"
"1772","Mycolicibacterium smegmatis",8,20895,0.000201425112028388,"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycolicibacterium"
"1659","Actinomyces israelii",8,27571,0.00062313336520383,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces"
"1973475","Nostoc sp. NIES-2111",8,34194,0.013721726547241,"Bacteria","Cyanobacteria","","Nostocales","Nostocaceae","Nostoc"
"1869241","Nostoc sp. CENA543",8,19730,0.000465162664600359,"Bacteria","Cyanobacteria","","Nostocales","Nostocaceae","Nostoc"
"1080068","Leptolyngbya sp. O-77",8,31790,5.48883516514263e-05,"Bacteria","Cyanobacteria","","Synechococcales","Leptolyngbyaceae","Leptolyngbya"
"713887","Candidatus Atelocyanobacterium thalassa",8,28896,0.000124722749525388,"Bacteria","Cyanobacteria","","Chroococcales","Aphanothecaceae","Candidatus Atelocyanobacterium"
"1126","Microcystis aeruginosa",8,25555,0.00438516446420667,"Bacteria","Cyanobacteria","","Chroococcales","Microcystaceae","Microcystis"
"482564","Oscillatoria nigro-viridis",8,23162,5.74913766128114e-05,"Bacteria","Cyanobacteria","","Oscillatoriales","Oscillatoriaceae","Oscillatoria"
