"","identity","degree","betweenness","eigenvector","Kingdom","Phylum","Class","Order","Family","Genus"
"2725560","Kosakonia sp. SMBL-WEM22",15,49377,0.454897661161137,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Kosakonia"
"2774055","Kluyvera genomosp. 3",15,27979,0.326536741054471,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Kluyvera"
"1486991","Sodalis Candidatus Sodalis pierantonius",15,39342,0.608463167369654,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Pectobacteriaceae","Sodalis"
"1573718","Pseudomonas sp. S34",15,40650,0.540173796446206,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"2054919","Pseudomonas sp. S09G 359",15,24664,0.861420503267991,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"76760","Pseudomonas rhodesiae",15,50097,0.584008977843712,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"1749259","Marinobacter sp. LQ44",15,36347,0.424907067364907,"Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Marinobacter"
"182141","Pseudoalteromonas prydzensis",15,38358,0.540254969543264,"Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Pseudoalteromonas"
"762","Avibacterium volantium",15,35676,0.461713363335666,"Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Avibacterium"
"2545632","Rheinheimera sp. D18",15,41962,0.523835574196944,"Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Chromatiaceae","Rheinheimera"
"194424","Sulfurospirillum halorespirans",15,21554,0.715664795801827,"Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Sulfurospirillum"
"398","Rhizobium tropici",15,33894,0.506439776432183,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium"
"42443","Roseobacter litoralis",15,18029,0.637197084651204,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Roseobacter"
"2724527","Parasphingopyxis sp. CP4",15,28299,0.79807333927697,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Parasphingopyxis"
"93222","Pandoraea sputorum",15,36855,0.630751845480828,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Pandoraea"
"2268024","Ephemeroptericola cinctiostellae",15,24822,0.686692273959513,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Ephemeroptericola"
"2109913","Melaminivora sp. SC2-9",15,29492,0.472907537066909,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Melaminivora"
"2198","Methanoculleus marisnigri",15,28880,0.68118860518022,"Archaea","Euryarchaeota","Methanomicrobia","Methanomicrobiales","Methanomicrobiaceae","Methanoculleus"
"134287","Kosakonia secondary endosymbiont of Heteropsylla cubana",15,30646,0.702190516747942,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Kosakonia"
"348826","Natronorubrum aibiense",15,33675,0.702786414944359,"Archaea","Euryarchaeota","Halobacteria","Natrialbales","Natrialbaceae","Natronorubrum"
"2507162","Caproiciproducens sp. NJN-50",14,14092,0.346357129822955,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Caproiciproducens"
"907","Megasphaera elsdenii",14,24134,0.719080592827819,"Bacteria","Firmicutes","Negativicutes","Veillonellales","Veillonellaceae","Megasphaera"
"1522758","Streptomyces sp. ADI95-16",14,33330,0.548155488175796,"Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"68280","Streptomyces violaceusniger",14,28125,0.56115162951004,"Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"68278","Streptomyces tuirus",14,22660,0.491731978542805,"Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"904291","Microbacterium sediminis",14,21562,0.578200249709561,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium"
"1526412","Microbacterium endophyticum",14,23816,0.586661570748282,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium"
"85336","Rothia nasimurium",14,38916,0.351960800519983,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Rothia"
"161879","Corynebacterium kroppenstedtii",14,33823,0.440877762175361,"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium"
"1050174","Corynebacterium epidermidicanis",14,17184,0.632252150396306,"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium"
"1511761","Leuconostoc suionicum",14,40135,0.440602697101092,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Leuconostoc"
"1912795","Actinomyces tangfeifanii",14,26000,0.37604252067302,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces"
"28264","Arcanobacterium haemolyticum",14,41775,0.292572804103623,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Arcanobacterium"
"1280380","Synechococcus sp. KORDI-100",14,36074,0.442195658813275,"Bacteria","Cyanobacteria","","Synechococcales","Synechococcaceae","Synechococcus"
"1050638","Synechococcus sp. A15-28",14,22010,0.528433883372472,"Bacteria","Cyanobacteria","","Synechococcales","Synechococcaceae","Synechococcus"
"158823","Cedecea lapagei",14,26913,0.409475816778936,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Cedecea"
"1981174","Pseudomonas sp. M30-35",14,29102,0.3543778225841,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"2590776","Pseudomonas sp. NIBRBAC000502773",14,23913,0.585605540971227,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"47879","Pseudomonas corrugata",14,21161,0.798092183508888,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"296","Pseudomonas fragi",14,32467,0.630740577204724,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"321662","Pseudomonas moraviensis",14,37712,0.322589308783204,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"2552945","Thalassotalea sp. HSM 43",14,36604,0.394540637812588,"Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Colwelliaceae","Thalassotalea"
"1118153","Halomonas sp. GFAJ-1",14,38966,0.346938010625272,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas"
"2708301","Kineobactrum sp. M2",14,29579,0.28387404117468,"Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Halieaceae","Kineobactrum"
"348824","Rhizobium favelukesii",14,29720,0.212595383314726,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium"
"208216","Parvularcula bermudensis",14,30600,0.629776262923124,"Bacteria","Proteobacteria","Alphaproteobacteria","Parvularculales","Parvularculaceae","Parvularcula"
"152480","Burkholderia ambifaria",14,40383,0.537324764795706,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia"
"643674","Paenalcaligenes hominis",14,17972,0.691503045814577,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Paenalcaligenes"
"1853278","Neisseria chenwenguii",14,27015,0.433085866210659,"Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Neisseria"
"859","Fusobacterium necrophorum",14,31732,0.527814212018604,"Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium"
"2527984","Bremerella volcania",14,36603,0.386895335276966,"Bacteria","Planctomycetes","Planctomycetia","Planctomycetales","Planctomycetaceae","Bremerella"
"1508420","Thermotoga profunda",14,37973,0.368541718788785,"Bacteria","Thermotogae","Thermotogae","Thermotogales","Thermotogaceae","Thermotoga"
"75906","Thermocrinis ruber",14,27090,0.615035016241937,"Bacteria","Aquificae","Aquificae","Aquificales","Aquificaceae","Thermocrinis"
"35786","Coprothermobacter proteolyticus",14,43043,0.617950463611061,"Bacteria","Coprothermobacterota","Coprothermobacteria","Coprothermobacterales","Coprothermobacteraceae","Coprothermobacter"
"2055892","Idiomarina sp. X4",14,40553,0.532759032039649,"Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Idiomarinaceae","Idiomarina"
"220622","Sulfurospirillum sp. JPD-1",14,46187,0.598799937293417,"Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Sulfurospirillum"
"2176","Methanohalophilus mahii",14,38775,0.507674306939917,"Archaea","Euryarchaeota","Methanomicrobia","Methanosarcinales","Methanosarcinaceae","Methanohalophilus"
"1529069","Polaribacter sp. BM10",13,38779,0.277240219343059,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Polaribacter"
"86170","Syntrophothermus lipocalidus",13,34220,0.258238724305202,"Bacteria","Firmicutes","Clostridia","Clostridiales","Syntrophomonadaceae","Syntrophothermus"
"2666127","Bacillus sp. N3536",13,29106,0.328303163498966,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus"
"1404","Bacillus megaterium",13,20903,0.135830410307679,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus"
"1224749","Exiguobacterium sp. ZWU0009",13,32137,0.462870661903155,"Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Exiguobacterium"
"1940319","Streptococcus sp. DAT741",13,32075,0.423532829017161,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"1624","Ligilactobacillus salivarius",13,39249,0.478763092261862,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Ligilactobacillus"
"313590","Dokdonia sp. MED134",13,27801,0.508448101582061,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Dokdonia"
"1903686","Jeotgalibaca sp. PTS2502",13,21363,0.629871174144724,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Jeotgalibaca"
"1852373","Murdochiella vaginalis",13,34858,0.281306285410124,"Bacteria","Firmicutes","Tissierellia","Tissierellales","Peptoniphilaceae","Murdochiella"
"1681","Bifidobacterium bifidum",13,53150,0.361392416779631,"Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium"
"2203204","Streptomyces sp. WAC 01438",13,42122,0.315523808568781,"Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"1908","Streptomyces globisporus",13,23370,0.536657703624173,"Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"2662397","Streptomyces fagopyri",13,20071,0.689637864982204,"Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"68175","Streptomyces antimycoticus",13,25772,0.576913185944203,"Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"69362","Microbacterium schleiferi",13,26790,0.573944006185453,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium"
"936337","Microbacterium amylolyticum",13,26426,0.545251340543666,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium"
"1159327","Pontimonas salivibrio",13,25917,0.552044191891504,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Pontimonas"
"2772401","Pseudarthrobacter sp. BIM B-2242",13,23454,0.650162395390717,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Pseudarthrobacter"
"85085","Pseudarthrobacter chlorophenolicus",13,27763,0.356294857529724,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Pseudarthrobacter"
"1355015","Streptomyces pluripotens",13,27587,0.488147491765251,"Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"60920","Sanguibacter keddieii",13,38882,0.682962218315207,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Sanguibacteraceae","Sanguibacter"
"2003551","Cellulomonas sp. PSBB021",13,20107,0.600027591979492,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Cellulomonadaceae","Cellulomonas"
"1069220","Mycolicibacillus koreensis",13,24304,0.492191756009424,"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycolicibacillus"
"258224","Corynebacterium resistens",13,21665,0.381272451836671,"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium"
"33010","Cutibacterium avidum",13,53501,0.228042616914832,"Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Cutibacterium"
"709883","Micromonospora zamorensis",13,28752,0.306248730400194,"Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Micromonospora"
"1852","Saccharomonospora viridis",13,16234,0.668380614166912,"Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Saccharomonospora"
"2057743","Actinomyces sp. 299",13,30426,0.279214296896737,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces"
"2737172","Thermoleptolyngbya sp. PKUAC-SCTA183",13,22296,0.382317309891787,"Bacteria","Cyanobacteria","","Synechococcales","Oculatellaceae","Thermoleptolyngbya"
"52022","Meiothermus silvanus",13,12785,0.386118290977236,"Bacteria","Deinococcus-Thermus","Deinococci","Thermales","Thermaceae","Meiothermus"
"2478464","Enterobacter oligotrophicus",13,24033,0.431786306520901,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter"
"2479547","Pantoea sp. 201603H",13,31341,0.451886092499337,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea"
"587","Providencia rettgeri",13,31459,0.178021180174894,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Morganellaceae","Providencia"
"2488639","Pectobacterium versatile",13,24769,0.368865597748187,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Pectobacteriaceae","Pectobacterium"
"1573704","Pseudomonas sp. R32",13,24238,0.696385852395307,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"1881017","Pseudomonas sp. 7SR1",13,31249,0.419224047550162,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"1573711","Pseudomonas sp. R76",13,13962,0.855074528252777,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"216142","Pseudomonas rhizosphaerae",13,20050,0.766938324705442,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"2004646","Acinetobacter sp. WCHA55",13,37315,0.496621452481577,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"2662362","Acinetobacter wanghuae",13,21333,0.444047451721693,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"202954","Acinetobacter tandoii",13,21639,0.571554247415625,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"1761794","Marinobacter sp. es.042",13,18243,0.525417259980471,"Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Marinobacter"
"2303538","Salinimonas sediminis",13,31687,0.454084067395242,"Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Salinimonas"
"718","Actinobacillus equuli",13,23570,0.357204242635223,"Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Actinobacillus"
"128780","Stenotrophomonas acidaminiphila",13,32882,0.344773405242953,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas"
"2698682","Lysobacter oculi",13,14060,0.564829633731972,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter"
"415229","Pseudoxanthomonas spadix",13,38979,0.441308873659583,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Pseudoxanthomonas"
"1094342","Alcanivorax xenomutans",13,32937,0.267310101110308,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Alcanivoracaceae","Alcanivorax"
"2007306","Francisella adeliensis",13,27306,0.483582187948432,"Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Francisellaceae","Francisella"
"1727196","Methylomonas sp. DH-1",13,19695,0.747767014538496,"Bacteria","Proteobacteria","Gammaproteobacteria","Methylococcales","Methylococcaceae","Methylomonas"
"1705394","Candidatus Thioglobus autotrophicus",13,16767,0.454011201230926,"Bacteria","Proteobacteria","Gammaproteobacteria","Methylococcales","Methylococcaceae","Candidatus Thioglobus"
"45663","Desulfohalobium retbaense",13,34417,0.242627925778134,"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfohalobiaceae","Desulfohalobium"
"28232","Geobacter metallireducens",13,32970,0.18895244905309,"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Geobacteraceae","Geobacter"
"375","Bradyrhizobium japonicum",13,34560,0.352710799687782,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Bradyrhizobium"
"2493668","Mesorhizobium sp. M9A.F.Ca.ET.002.03.1.2",13,29328,0.434019747845663,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Mesorhizobium"
"2066070","Mesorhizobium japonicum",13,36090,0.454994040233667,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Mesorhizobium"
"374606","Aminobacter sp. MSH1",13,29003,0.287006324777075,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Aminobacter"
"1844006","Phaeobacter porticola",13,32311,0.401152294751867,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Phaeobacter"
"2508306","Leisingera sp. NJS201",13,32767,0.446133805890612,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Leisingera"
"1891787","Roseobacter ponti",13,30125,0.381610350199104,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Roseobacter"
"2319844","Sphingomonas sp. YZ-8",13,23927,0.494585319959192,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"2072936","Sphingobium sp. SCG-1",13,18480,0.341840301495983,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium"
"1510841","Parasaccharibacter apium",13,19123,0.381794672049016,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Parasaccharibacter"
"265293","Burkholderia [Pseudomonas] mesoacidophila",13,20039,0.679876933497345,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia"
"60550","Burkholderia pyrrocinia",13,33175,0.49269768129837,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia"
"2547399","Paraburkholderia sp. 7MH5",13,26947,0.409573865892844,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Paraburkholderia"
"311230","Paraburkholderia terrae",13,34574,0.395571062512111,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Paraburkholderia"
"1761016","Paraburkholderia caffeinilytica",13,38339,0.329591583496206,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Paraburkholderia"
"80868","Acidovorax cattleyae",13,14433,0.716239267270863,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Acidovorax"
"323284","Alcaligenes aquatilis",13,23600,0.601860275869992,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Alcaligenes"
"90245","Oligella urethralis",13,27968,0.501156664935875,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Oligella"
"2058624","Undibacterium sp. KW1",13,36708,0.252036103214212,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Undibacterium"
"2058625","Undibacterium sp. YM2",13,16614,0.475960552208502,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Undibacterium"
"392593","Inhella inkyongensis",13,26809,0.322731443944471,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Inhella"
