"","identity","degree","betweenness","eigenvector","Kingdom","Phylum","Class","Order","Family","Genus"
"89153","Lachnoclostridium [Clostridium] hylemonae",8,125883,0.00110849915346582,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnoclostridium"
"1796620","Acutalibacter muris",8,150724,6.68820966383358e-05,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Acutalibacter"
"2109687","Oscillibacter sp. PEA192",8,144514,6.01483764256176e-05,"Bacteria","Firmicutes","Clostridia","Clostridiales","Oscillospiraceae","Oscillibacter"
"1297617","Intestinimonas butyriciproducens",8,45849,0.000136444953031114,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Intestinimonas"
"2777983","Paenibacillus sp. JNUCC-31",8,291887,0.000169857304900909,"Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus"
"1571","Sporosarcina ureae",8,326165,1.16833269366688e-05,"Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Sporosarcina"
"208962","Escherichia albertii",8,218182,3.58115716934862e-07,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia"
"550","Enterobacter cloacae",8,115675,3.91374772548591e-08,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter"
"9","Buchnera aphidicola",8,86622,1.78184184258312e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Buchnera"
"729","Haemophilus parainfluenzae",8,44257,5.6381373589862e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Haemophilus"
"2016596","Azoarcus sp. M9-3-2",8,129109,3.37735471070492e-10,"Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Zoogloeaceae","Azoarcus"
"2650158","Bacteroides sp. HF-5141",7,14007,1.69963518832783e-05,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"1796613","Bacteroides caecimuris",7,95604,1.48570183238757e-05,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"28119","Bacteroides zoogleoformans",7,44313,8.20044861608306e-05,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"712710","Tannerella sp. oral taxon HOT-286",7,25142,5.36790399949452e-07,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella"
"28135","Prevotella oris",7,24878,3.41113015281143e-06,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella"
"1492737","Flavobacterium gilvum",7,67020,6.42941108033411e-07,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"1017","Capnocytophaga gingivalis",7,34952,2.25060842208784e-06,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Capnocytophaga"
"2694929","Pontibacter russatus",7,178172,1.21601050049712e-06,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Hymenobacteraceae","Pontibacter"
"1912897","Blautia argi",7,9709,0.000357644013361446,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia"
"2479767","Blautia sp. SC05B48",7,168573,0.00504025959457885,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia"
"105841","Anaerostipes caccae",7,54030,0.000140106048650544,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Anaerostipes"
"831","Butyrivibrio fibrisolvens",7,229897,0.00539017650474828,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Butyrivibrio"
"43305","Butyrivibrio proteoclasticus",7,70370,0.00506697300204607,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Butyrivibrio"
"39485","Lachnospira eligens",7,106416,0.00100965567618475,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospira"
"29370","Lacrimispora sphenoides",7,38662,0.000373369285273096,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lacrimispora"
"1679721","Herbinix luporum",7,51277,0.000742082891460104,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Herbinix"
"2564099","Ruminococcus sp. JE7A12",7,106293,0.000106314041839093,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus"
"2724150","Romboutsia sp. CE17",7,8786,5.56705680458955e-06,"Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Romboutsia"
"1492","Clostridium butyricum",7,21292,0.000405548042325577,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"1542","Clostridium novyi",7,64402,1.25739837915312e-05,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"1494","Clostridium cochlearium",7,84894,5.72378413433349e-06,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"154046","Hungatella hathewayi",7,41793,0.000301031719670581,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Hungatella"
"2599308","Crassaminicella sp. SY095",7,51826,1.05883088236132e-05,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Crassaminicella"
"1498","Hathewaya histolytica",7,33186,7.20572180137065e-06,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Hathewaya"
"1564","Desulfotomaculum ruminis",7,46243,2.78788374249716e-06,"Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","Desulfotomaculum"
"414771","Paenibacillus donghaensis",7,261344,7.60525436816012e-06,"Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus"
"1406","Paenibacillus polymyxa",7,299484,7.77172816315906e-05,"Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus"
"1472767","Lentibacillus amyloliquefaciens",7,57441,9.01659631315692e-08,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Lentibacillus"
"712623","Streptococcus sp. oral taxon 061",7,35738,0.0211477156353764,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"1304","Streptococcus salivarius",7,13590,1,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"28037","Streptococcus mitis",7,1127,0.00712542807499736,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"2683590","Diaminobutyricimonas sp. LJ205",7,82567,2.90732000935645e-10,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Diaminobutyricimonas"
"71999","Kocuria palustris",7,89571,1.24971506137952e-07,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Kocuria"
"37326","Nocardia brasiliensis",7,222543,1.13820415307882e-05,"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Nocardiaceae","Nocardia"
"433659","Nocardioides mesophilus",7,109066,4.1886594033206e-09,"Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides"
"712116","Actinomyces sp. oral taxon 169",7,116537,4.91225596678804e-05,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces"
"178339","Pauljensenia hongkongensis",7,87972,1.41060074060603e-05,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Pauljensenia"
"1812935","Enterobacter roggenkampii",7,62886,2.06419463205107e-08,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter"
"1805933","Rahnella sp. ERMR1:05",7,107057,1.38254315275815e-09,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Rahnella"
"56458","Xanthomonas sacchari",7,101070,5.61848139573707e-08,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Xanthomonas"
"29571","Halomonas subglaciescola",7,254414,1.80244251163737e-07,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas"
"2773299","Desulfolutivibrio sulfoxidireducens",7,97365,1.1661247208713e-06,"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Desulfolutivibrio"
"341045","Herbaspirillum hiltneri",7,207915,1.72549630936811e-06,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Herbaspirillum"
"2764326","Fusobacterium sp. NSJ-57",7,89770,0.000143351744828581,"Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium"
"2599399","Salarchaeum sp. JOR-1",7,106072,2.19736804351397e-07,"Archaea","Euryarchaeota","Halobacteria","Halobacteriales","Halobacteriaceae","Salarchaeum"
"2715212","Bacteroides sp. CBA7301",6,16748,2.34421699672039e-05,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"821","Phocaeicola vulgatus",6,66759,1.15216587460871e-05,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola"
"2364787","Alistipes megaguti",6,21652,5.8082118493446e-06,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes"
"28132","Prevotella melaninogenica",6,24710,2.51172909158029e-06,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella"
"839","Prevotella ruminicola",6,21347,3.09278296981197e-06,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella"
"1177574","Prevotella jejuni",6,93987,2.0132892231491e-06,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella"
"652716","Prevotella sp. oral taxon 299",6,103145,2.11876887320773e-06,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella"
"589436","Prevotella fusca",6,126950,2.1730173629693e-06,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella"
"185300","Paludibacter propionicigenes",6,42632,6.09864500677394e-05,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Paludibacteraceae","Paludibacter"
"1717717","Labilibaculum antarcticum",6,47557,2.25757450757095e-07,"Bacteria","Bacteroidetes","Bacteroidia","Marinilabiliales","Marinifilaceae","Labilibaculum"
"2614441","Flavobacterium sp. LPB0248",6,35170,6.83715085520991e-08,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"558152","Chryseobacterium piperi",6,48341,2.88402004036261e-08,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Chryseobacterium"
"2487074","Kaistella daneshvariae",6,94234,1.18309850692003e-06,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Kaistella"
"1653831","Blattabacterium cuenoti",6,38889,4.68743281648114e-06,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Blattabacteriaceae","Blattabacterium"
"2162713","Flavobacterium magnum",6,71100,2.17743072562958e-07,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"2745947","Spirosoma sp. KUDC1026",6,38105,7.85605172754787e-07,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Spirosoma"
"2604421","Chitinophaga sp. XS-30",6,53184,4.36604406711756e-08,"Bacteria","Bacteroidetes","Chitinophagia","Chitinophagales","Chitinophagaceae","Chitinophaga"
"1531","Enterocloster clostridioformis",6,105414,9.57125202906305e-05,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Enterocloster"
"29347","Lachnoclostridium [Clostridium] scindens",6,15105,0.000878125407844857,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnoclostridium"
"2696063","Anaerocolumna sp. CBA3638",6,12943,0.0008627718125705,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Anaerocolumna"
"66219","Lachnoclostridium phytofermentans",6,11830,0.00107861271607584,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnoclostridium"
"433286","Anaerocolumna cellulosilytica",6,13150,0.00114070518298305,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Anaerocolumna"
"2507159","Clostridium sp. JN-9",6,120425,2.16636560197497e-05,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"1491","Clostridium botulinum",6,15880,7.99819837909609e-05,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"1561","Clostridium baratii",6,8100,0.000105572064762804,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"29341","Clostridium argentinense",6,118965,2.65834873362988e-05,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"394958","Clostridium taeniosporum",6,14550,9.58124757037299e-05,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"182773","Clostridium isatidis",6,57532,1.87233047460746e-05,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"1504","Clostridium septicum",6,9094,2.39048398534659e-05,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"2576307","Caloramator sp. E03",6,72354,4.28850281698102e-06,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Caloramator"
"2325","Thermoanaerobacter kivui",6,30628,2.68757428559706e-08,"Bacteria","Firmicutes","Clostridia","Thermoanaerobacterales","Thermoanaerobacteraceae","Thermoanaerobacter"
"69823","Selenomonas sputigena",6,4604,7.63545826856499e-06,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Selenomonadaceae","Selenomonas"
"39950","Dialister pneumosintes",6,81599,1.80764911678799e-07,"Bacteria","Firmicutes","Negativicutes","Veillonellales","Veillonellaceae","Dialister"
"1536770","Paenibacillus sp. FSL R5-0345",6,100922,0.000652096731117199,"Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus"
"189426","Paenibacillus odorifer",6,216709,1.11494684683374e-05,"Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus"
"79263","Paenibacillus chitinolyticus",6,113649,0.000143034730155512,"Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus"
"377615","Thermobacillus composti",6,74689,1.10108510014013e-08,"Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Thermobacillus"
"1441095","Bacillus gobiensis",6,127316,1.52755615554938e-05,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus"
"2700081","Virgibacillus sp. MSP4-1",6,53579,1.17641274843497e-05,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Virgibacillus"
"1374","Planococcus kocurii",6,94774,2.82737919764477e-11,"Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Planococcus"
"1302","Streptococcus gordonii",6,55963,0.0318633335450334,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"1335","Streptococcus equinus",6,64952,0.243924537872941,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"113107","Streptococcus australis",6,11190,0.0174605448099807,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"1309","Streptococcus mutans",6,93843,0.0462322898860208,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"1556","Gottschalkia acidurici",6,20619,4.52183259236715e-06,"Bacteria","Firmicutes","Tissierellia","Tissierellales","Gottschalkiaceae","Gottschalkia"
"1685","Bifidobacterium breve",6,61347,1.34803290010818e-05,"Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium"
"1898","Streptomyces cacaoi",6,157373,4.59409387530408e-10,"Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"767452","Serinicoccus chungangensis",6,31257,2.60185192366714e-11,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Intrasporangiaceae","Serinicoccus"
"37927","Sinomonas atrocyanea",6,77346,2.49910801415987e-10,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Sinomonas"
"2546351","Thermaerobacter sp. FW80",6,145161,7.70276762673788e-09,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales Family XVII. Incertae Sedis","Thermaerobacter"
"2509459","Xylanimonas allomyrinae",6,184691,1.45033883180532e-10,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Promicromonosporaceae","Xylanimonas"
"399497","Tessaracoccus flavescens",6,63539,1.00224534135399e-08,"Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Tessaracoccus"
"1656","Actinomyces viscosus",6,34658,1.42429462819241e-05,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces"
"133926","Olsenella uli",6,83563,2.53534490451159e-06,"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Atopobiaceae","Olsenella"
"38986","Acholeplasma palmae",6,158213,9.81590357340926e-06,"Bacteria","Tenericutes","Mollicutes","Acholeplasmatales","Acholeplasmataceae","Acholeplasma"
"35623","Acholeplasma oculi",6,74433,3.65756732453073e-08,"Bacteria","Tenericutes","Mollicutes","Acholeplasmatales","Acholeplasmataceae","Acholeplasma"
"1173025","Geitlerinema sp. PCC 7407",6,92630,7.04993400697495e-09,"Bacteria","Cyanobacteria","","Oscillatoriales","Coleofasciculaceae","Geitlerinema"
"564","Escherichia fergusonii",6,48358,3.04411358407055e-07,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia"
"1499973","Escherichia marmotae",6,31665,1.64563208381885e-07,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia"
"40324","Stenotrophomonas maltophilia",6,97319,5.01601062334865e-07,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas"
"1896164","Luteimonas sp. JM171",6,79724,1.18741418067425e-10,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Luteimonas"
"2686360","Cobetia sp. L2A1",6,119711,3.61994706371097e-10,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Cobetia"
"155077","Cellvibrio japonicus",6,207358,1.03471807634576e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Cellvibrionaceae","Cellvibrio"
"161493","Anaeromyxobacter dehalogenans",6,35298,2.93158934416773e-11,"Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Anaeromyxobacteraceae","Anaeromyxobacter"
"313985","Geobacter lovleyi",6,71682,8.15838987232605e-08,"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Geobacteraceae","Geobacter"
"2267833","Rhizobium oryzihabitans",6,57135,2.59412234301144e-09,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium"
"60890","Phaeobacter gallaeciensis",6,115009,1.42179695413021e-06,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Phaeobacter"
"159346","Roseibacterium elongatum",6,76765,9.10939363546452e-09,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Roseibacterium"
"2048283","Thalassospira marina",6,111491,1.63816053286168e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Thalassospira"
"78587","Asticcacaulis excentricus",6,141047,4.51325016548075e-09,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Asticcacaulis"
"342113","Burkholderia oklahomensis",6,146655,3.4613651655605e-10,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia"
"2571748","Paraburkholderia sp. DHF22",6,86405,1.85623838092172e-06,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Paraburkholderia"
"1851544","Orrella dioscoreae",6,105222,7.14558156981823e-11,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Orrella"
"34029","Leptothrix cholodnii",6,135147,1.91254359257203e-08,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Leptothrix"
"1131707","Sphaerochaeta pleomorpha",6,84738,1.13128356654587e-05,"Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Sphaerochaeta"
"46355","Spirochaeta africana",6,75105,1.60636920953038e-08,"Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Spirochaeta"
"1628086","Pseudomonas kribbensis",6,63916,3.38305893499353e-07,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"336203","Sphingobium fuliginis",6,47611,0.00016272665930444,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium"
"2785531","Bacteroides sp. HF-162",5,24868,4.14861760813104e-05,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"2650157","Bacteroides sp. HF-5287",5,107965,2.10321586237872e-05,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"329854","Bacteroides intestinalis",5,24414,1.64944805727709e-05,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"818","Bacteroides thetaiotaomicron",5,21383,4.41528963972932e-06,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"290053","Bacteroides helcogenes",5,33430,5.1751592785792e-05,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"1433126","Mucinivorans hirudinis",5,22314,6.005828048522e-07,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Mucinivorans"
"52227","Prevotella dentalis",5,34073,3.4101960182154e-06,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella"
"397865","Barnesiella viscericola",5,111836,3.8927932697588e-06,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Barnesiellaceae","Barnesiella"
"2714927","Dysgonomonas sp. HDW5B",5,30601,0.000782440825782968,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Dysgonomonas"
"393921","Porphyromonas crevioricanis",5,29201,1.13173274947311e-05,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas"
"889453","Alkalitalea saponilacus",5,69658,7.50283860257989e-06,"Bacteria","Bacteroidetes","Bacteroidia","Marinilabiliales","Marinilabiliaceae","Alkalitalea"
"996","Flavobacterium columnare",5,95984,6.07486420103501e-07,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"45243","Capnocytophaga haemolytica",5,17232,1.90768406435391e-06,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Capnocytophaga"
"411153","Gramella forsetii",5,93423,2.148384376635e-07,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Gramella"
