"","identity","degree","betweenness","eigenvector","Kingdom","Phylum","Class","Order","Family","Genus"
"2666132","Desulfovibrio sp. 86",8,19371,2.83196234888893e-07,"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio"
"28113","Bacteroides heparinolyticus",7,34460,0.00282051768637147,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"52227","Prevotella dentalis",7,5600,2.42219979467724e-06,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella"
"2133944","Alloprevotella sp. E39",7,23806,8.15163606038689e-06,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Alloprevotella"
"388950","Pontibacter akesuensis",7,50667,3.52552462848529e-05,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Hymenobacteraceae","Pontibacter"
"1871021","Lachnoclostridium phocaeense",7,21142,0.00376596219759319,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnoclostridium"
"29347","Lachnoclostridium [Clostridium] scindens",7,21336,0.00625451688825649,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnoclostridium"
"66219","Lachnoclostridium phytofermentans",7,28112,0.00102357408084775,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnoclostridium"
"253239","Ethanoligenens harbinense",7,25806,0.000204060493492946,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ethanoligenens"
"2724150","Romboutsia sp. CE17",7,1963,3.78977824293163e-07,"Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Romboutsia"
"36745","Clostridium saccharoperbutylacetonicum",7,12435,6.89397103085868e-06,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"1501","Clostridium pasteurianum",7,63969,5.30879898869373e-05,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"288965","Hungateiclostridium clariflavum",7,70137,0.000213956472471412,"Bacteria","Firmicutes","Clostridia","Clostridiales","Hungateiclostridiaceae","Hungateiclostridium"
"1521","Ruminiclostridium cellulolyticum",7,26877,0.000435935370891418,"Bacteria","Firmicutes","Clostridia","Clostridiales","Hungateiclostridiaceae","Ruminiclostridium"
"2086585","Christensenella sp. Marseille-P3954",7,50945,0.000515937434289442,"Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenella"
"726","Haemophilus haemolyticus",7,2519,8.18072668882627e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Haemophilus"
"2650158","Bacteroides sp. HF-5141",6,7733,0.0010620727057232,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"1796613","Bacteroides caecimuris",6,13040,0.00089471295755931,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"821","Phocaeicola vulgatus",6,5094,0.000107936256201406,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola"
"28131","Prevotella intermedia",6,13087,6.29113759470267e-06,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella"
"28129","Prevotella denticola",6,1291,3.55447667701704e-06,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella"
"589436","Prevotella fusca",6,8859,1.71818296918844e-06,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella"
"2714927","Dysgonomonas sp. HDW5B",6,8709,7.03215230142536e-05,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Dysgonomonas"
"837","Porphyromonas gingivalis",6,12295,3.41769323617946e-05,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas"
"2590900","Tenuifilum thalassicum",6,4411,3.21393475534288e-06,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tenuifilaceae","Tenuifilum"
"2706887","Draconibacterium sp. M1",6,6864,3.60565473443748e-05,"Bacteria","Bacteroidetes","Bacteroidia","Marinilabiliales","Prolixibacteraceae","Draconibacterium"
"1492737","Flavobacterium gilvum",6,10367,0.000257038680728049,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"1653831","Blattabacterium cuenoti",6,63693,3.789315010955e-05,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Blattabacteriaceae","Blattabacterium"
"2571030","Pontibacter sp. SGAir0037",6,15798,2.13524089271939e-05,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Hymenobacteraceae","Pontibacter"
"94254","Dyadobacter fermentans",6,12104,3.2303302515983e-06,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Dyadobacter"
"2315862","Paraflavitalea soli",6,12506,3.82385127020378e-05,"Bacteria","Bacteroidetes","Chitinophagia","Chitinophagales","Chitinophagaceae","Paraflavitalea"
"33038","Mediterraneibacter [Ruminococcus] gnavus",6,27969,0.00920721611945317,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Mediterraneibacter"
"39488","Anaerobutyricum hallii",6,8643,0.00166416824372567,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Anaerobutyricum"
"2696063","Anaerocolumna sp. CBA3638",6,14857,0.00152481822865598,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Anaerocolumna"
"1679721","Herbinix luporum",6,12171,0.00101350935884646,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Herbinix"
"292800","Flavonifractor plautii",6,6912,0.00034198088046886,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Flavonifractor"
"2507162","Caproiciproducens sp. NJN-50",6,2954,0.000158411315258297,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Caproiciproducens"
"1496","Clostridioides difficile",6,23472,0.000807927281441943,"Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Clostridioides"
"1491","Clostridium botulinum",6,14911,8.8056660450007e-06,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"1504","Clostridium septicum",6,3994,9.12836463459426e-07,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"2599308","Crassaminicella sp. SY095",6,14802,2.98291923842622e-06,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Crassaminicella"
"51515","Dehalobacterium formicoaceticum",6,10509,7.65044477353525e-05,"Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","Dehalobacterium"
"2734","Symbiobacterium thermophilum",6,19417,2.5329977077237e-05,"Bacteria","Firmicutes","Clostridia","Clostridiales","Symbiobacteriaceae","Symbiobacterium"
"69823","Selenomonas sputigena",6,11440,1.99943409077655e-06,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Selenomonadaceae","Selenomonas"
"324767","Bacillus infantis",6,7037,0.000378672616092951,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus"
"996","Flavobacterium columnare",6,2362,0.263988345590767,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"1328","Streptococcus anginosus",6,6900,2.30427309507835e-05,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"1304","Streptococcus salivarius",6,429,2.68836741983537e-06,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"28037","Streptococcus mitis",6,17570,0.000128820436575061,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"1352","Enterococcus faecium",6,91330,0.204595071748122,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus"
"1685","Bifidobacterium breve",6,29891,0.000112686324587107,"Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium"
"1686","Bifidobacterium catenulatum",6,5462,2.36060619738862e-05,"Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium"
"1680","Bifidobacterium adolescentis",6,2005,3.58538484490056e-05,"Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium"
"29303","Streptomyces cattleya",6,20,0,"Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"2779519","Olsenella sp. LZLJ-2",6,1152,1.43643810758121e-06,"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Atopobiaceae","Olsenella"
"604330","Olsenella umbonata",6,9177,3.88963757957707e-06,"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Atopobiaceae","Olsenella"
"562","Escherichia coli",6,10325,0.0622549200264969,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia"
"1812935","Enterobacter roggenkampii",6,11472,0.00575273097011982,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter"
"1463165","Klebsiella quasipneumoniae",6,3466,0.0214332916535963,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella"
"244366","Klebsiella variicola",6,2558,0.354100273996096,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella"
"727","Haemophilus influenzae",6,9470,4.63653329161437e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Haemophilus"
"384","Rhizobium leguminosarum",6,40340,0.000368768353130967,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium"
"542","Zymomonas mobilis",6,2687,0.139891108364145,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Zymomonas"
"712357","Leptotrichia sp. oral taxon 212",6,28656,9.34014894396316e-06,"Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia"
"826","Sebaldella termitidis",6,38068,7.83150480310488e-05,"Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Sebaldella"
"1920749","Candidatus Mancarchaeum acidiphilum",6,9298,6.10786418063232e-05,"Archaea","Candidatus Micrarchaeota","","","","Candidatus Mancarchaeum"
"2528203","Bacteroides sp. A1C1",5,1735,5.22472557525765e-05,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"151276","Bacteroides coprosuis",5,13669,0.00023769229923431,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"2585119","Alistipes dispar",5,7278,1.32662938059853e-06,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes"
"76123","Prevotella enoeca",5,2012,2.70444751794281e-06,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella"
"253","Chryseobacterium indologenes",5,8892,4.54733616206473e-08,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Chryseobacterium"
"1850093","Hymenobacter nivis",5,11512,4.50297301648582e-07,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"400092","Pontibacter korlensis",5,14080,6.64962942437764e-07,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Hymenobacteraceae","Pontibacter"
"2745947","Spirosoma sp. KUDC1026",5,10177,4.21029054885557e-07,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Spirosoma"
"2704465","Rhodocytophaga sp. 172606-1",5,6750,2.4968273510451e-05,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Rhodocytophaga"
"259","Sphingobacterium thalpophilum",5,9549,1.99689563758789e-05,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium"
"2027860","Mucilaginibacter rubeus",5,7873,1.29799329687024e-05,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter"
"661488","Pseudobacter ginsenosidimutans",5,9197,3.41122130168318e-06,"Bacteria","Bacteroidetes","Chitinophagia","Chitinophagales","Chitinophagaceae","Pseudobacter"
"39485","Lachnospira eligens",5,12439,0.000637112601979973,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospira"
"2779518","Blautia sp. LZLJ-3",5,37945,0.00841246078071709,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia"
"1531","Enterocloster clostridioformis",5,13941,0.00131901442697744,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Enterocloster"
"831","Butyrivibrio fibrisolvens",5,28006,0.00646959410593368,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Butyrivibrio"
"43305","Butyrivibrio proteoclasticus",5,524,0.00439657227585801,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Butyrivibrio"
"2736602","Anaerocolumna sp. CTTW",5,35640,0.00147904031849671,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Anaerocolumna"
"433286","Anaerocolumna cellulosilytica",5,26404,0.00123775729520153,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Anaerocolumna"
"617123","Lachnoanaerobaculum umeaense",5,63124,0.00109567231913391,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnoanaerobaculum"
"2109687","Oscillibacter sp. PEA192",5,2305,0.000168605121332551,"Bacteria","Firmicutes","Clostridia","Clostridiales","Oscillospiraceae","Oscillibacter"
"2093857","Dysosmobacter welbionis",5,1945,0.00016201674190372,"Bacteria","Firmicutes","Clostridia","Clostridiales","Oscillospiraceae","Dysosmobacter"
"755731","Clostridium sp. BNL1100",5,20058,0.000291868439215499,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"2507159","Clostridium sp. JN-9",5,9943,1.78524530982969e-06,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"2320868","Clostridium sp. CT4",5,10399,5.39924783768277e-06,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"1493","Clostridium cellulovorans",5,13767,3.68995577798971e-05,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"2576307","Caloramator sp. E03",5,6086,4.0750570236598e-06,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Caloramator"
"2697030","Aminipila sp. CBA3637",5,32950,0.000190905129730891,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales Family XIII. Incertae Sedis","Aminipila"
"2184575","Acetobacterium sp. KB-1",5,59197,0.0477328886055869,"Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Acetobacterium"
"2488810","Ruminiclostridium sp. MA18",5,23050,2.81363187791174e-05,"Bacteria","Firmicutes","Clostridia","Clostridiales","Hungateiclostridiaceae","Ruminiclostridium"
"84032","Pseudoclostridium thermosuccinogenes",5,32542,3.60555867579451e-05,"Bacteria","Firmicutes","Clostridia","Clostridiales","Hungateiclostridiaceae","Pseudoclostridium"
"885581","Desulfosporosinus acidiphilus",5,27663,0.00011405678485073,"Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","Desulfosporosinus"
"35701","Heliobacterium modesticaldum",5,28832,3.21667909343814e-05,"Bacteria","Firmicutes","Clostridia","Clostridiales","Heliobacteriaceae","Heliobacterium"
"712528","Selenomonas sp. oral taxon 126",5,2305,5.50674347421995e-07,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Selenomonadaceae","Selenomonas"
"39950","Dialister pneumosintes",5,13082,9.00177208346249e-06,"Bacteria","Firmicutes","Negativicutes","Veillonellales","Veillonellaceae","Dialister"
"2660554","Paenibacillus sp. B01",5,6933,3.89097224524658e-06,"Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus"
"79263","Paenibacillus chitinolyticus",5,5397,2.68166270486643e-06,"Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus"
"1441095","Bacillus gobiensis",5,17155,8.1036742005913e-05,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus"
"1472767","Lentibacillus amyloliquefaciens",5,3454,1.37040122826638e-06,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Lentibacillus"
"1571","Sporosarcina ureae",5,4719,0.226202298851284,"Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Sporosarcina"
"1316411","Streptococcus sp. HSISS2",5,5327,2.64474297316105e-06,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"1302","Streptococcus gordonii",5,4754,2.72735989678322e-05,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"1318","Streptococcus parasanguinis",5,4869,5.41283691735477e-06,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"39483","Faecalitalea cylindroides",5,8962,0.00157064449371324,"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Faecalitalea"
"158787","Bifidobacterium scardovii",5,19240,1.90511190864407e-05,"Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium"
"712116","Actinomyces sp. oral taxon 169",5,3453,3.72401867017431e-06,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces"
"84112","Eggerthella lenta",5,23309,0.000895187788970218,"Bacteria","Actinobacteria","Coriobacteriia","Eggerthellales","Eggerthellaceae","Eggerthella"
"1335613","Gordonibacter urolithinfaciens",5,15937,0.000196849261288366,"Bacteria","Actinobacteria","Coriobacteriia","Eggerthellales","Eggerthellaceae","Gordonibacter"
"1870985","Arabia massiliensis",5,12570,0.000184075380621801,"Bacteria","Actinobacteria","Coriobacteriia","Eggerthellales","Eggerthellaceae","Arabia"
"126385","Providencia alcalifaciens",5,4606,5.64887441167498e-08,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Morganellaceae","Providencia"
"2489595","Glaciecola amylolytica",5,12739,3.52532191489658e-07,"Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Glaciecola"
"732","Aggregatibacter aphrophilus",5,3829,7.26872659714012e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Aggregatibacter"
"346","Xanthomonas citri",5,7931,0.216435521606466,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Xanthomonas"
"29571","Halomonas subglaciescola",5,6900,6.99485873617444e-06,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas"
"1572645","Neptunomonas phycophila",5,8,0.226739479447534,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae","Neptunomonas"
"879","Desulfovibrio gigas",5,1275,1.16132716868258e-07,"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio"
"58180","Desulfovibrio alaskensis",5,11467,1.25325709966939e-06,"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio"
"370038","Desulfovibrio marinus",5,19715,1.27560489214284e-07,"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio"
"358","Agrobacterium tumefaciens",5,7729,6.23443103717672e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Agrobacterium"
"1063","Rhodobacter sphaeroides",5,24264,4.14562378174357e-06,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacter"
"1532555","Brevundimonas sp. DS20",5,5754,3.1297174007844e-08,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas"
"96344","Cupriavidus oxalaticus",5,1115,0.164300005435526,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Cupriavidus"
"511","Alcaligenes faecalis",5,12836,0.00190728770999206,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Alcaligenes"
"1050646","Synechococcus sp. A15-44",5,12,1.23152518989825e-17,"Bacteria","Cyanobacteria","","Synechococcales","Synechococcaceae","Synechococcus"
