"","identity","degree","betweenness","eigenvector","Kingdom","Phylum","Class","Order","Family","Genus"
"2736602","Anaerocolumna sp. CTTW",8,46940,0.194628890565975,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Anaerocolumna"
"1542","Clostridium novyi",8,50648,5.72400565271858e-05,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"1472767","Lentibacillus amyloliquefaciens",8,168429,5.58233515823336e-06,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Lentibacillus"
"1328","Streptococcus anginosus",8,58266,8.56398977093291e-06,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"33033","Parvimonas micra",8,73084,1.82458081068504e-05,"Bacteria","Firmicutes","Tissierellia","Tissierellales","Peptoniphilaceae","Parvimonas"
"399497","Tessaracoccus flavescens",8,240741,2.95571693932711e-07,"Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Tessaracoccus"
"550","Enterobacter cloacae",8,26458,8.28894094211075e-06,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter"
"370038","Desulfovibrio marinus",8,51019,9.16292256833637e-05,"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio"
"161493","Anaeromyxobacter dehalogenans",8,102027,1.72459822930845e-06,"Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Anaeromyxobacteraceae","Anaeromyxobacter"
"1756988","Nitratireductor sp. OM-1",8,140092,1.88292489464264e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Nitratireductor"
"2518343","Acidovorax sp. JMULE5",8,189117,1.1557409541337e-06,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Acidovorax"
"2764326","Fusobacterium sp. NSJ-57",8,64626,0.000133858064436106,"Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium"
"2715212","Bacteroides sp. CBA7301",7,17046,9.6500549695763e-05,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"712710","Tannerella sp. oral taxon HOT-286",7,84998,0.000214909494435175,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella"
"52227","Prevotella dentalis",7,37070,2.35809732725341e-05,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella"
"652716","Prevotella sp. oral taxon 299",7,102908,4.08952813866767e-05,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella"
"589436","Prevotella fusca",7,35896,2.63702118702431e-05,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella"
"2714926","Dysgonomonas sp. HDW5A",7,67119,0.000201740140688918,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Dysgonomonas"
"238","Elizabethkingia meningoseptica",7,77605,0.000166586097310154,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Elizabethkingia"
"2319843","Hymenobacter oligotrophus",7,102841,7.32805799673561e-05,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"430522","Pedobacter steynii",7,39458,1.54644077326778e-05,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter"
"2341117","Arachidicoccus soli",7,109283,0.000178848415526879,"Bacteria","Bacteroidetes","Chitinophagia","Chitinophagales","Chitinophagaceae","Arachidicoccus"
"29370","Lacrimispora sphenoides",7,30388,0.028475216934169,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lacrimispora"
"1264","Ruminococcus albus",7,112966,0.0950845811005973,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus"
"394958","Clostridium taeniosporum",7,28648,7.37816678143246e-05,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"1521","Ruminiclostridium cellulolyticum",7,84198,0.011179246304001,"Bacteria","Firmicutes","Clostridia","Clostridiales","Hungateiclostridiaceae","Ruminiclostridium"
"2331","Halanaerobium praevalens",7,32401,5.8352079343688e-06,"Bacteria","Firmicutes","Clostridia","Halanaerobiales","Halanaerobiaceae","Halanaerobium"
"42422","Halobacteroides halobius",7,94651,6.34383443982359e-07,"Bacteria","Firmicutes","Clostridia","Halanaerobiales","Halobacteroidaceae","Halobacteroides"
"2754044","Selenomonas sp. Marseille-Q3039",7,139532,9.12201362570603e-05,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Selenomonadaceae","Selenomonas"
"189426","Paenibacillus odorifer",7,45592,0.0155486772727825,"Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus"
"162209","Paenibacillus naphthalenovorans",7,178354,0.000255257891375357,"Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus"
"1870820","Paenibacillus ihbetae",7,131579,7.84813328130642e-06,"Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus"
"76853","Solibacillus silvestris",7,69758,0.00173471093163984,"Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Solibacillus"
"1303590","Bombilactobacillus Lactobacillus bombi",7,36191,1.03953265221105e-05,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Bombilactobacillus"
"54005","Peptoniphilus harei",7,67839,0.000237313178163789,"Bacteria","Firmicutes","Tissierellia","Tissierellales","Peptoniphilaceae","Peptoniphilus"
"1855352","Streptomyces sp. TLI_053",7,77074,5.42050044944511e-06,"Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"1969","Streptomyces chartreusis",7,89723,2.91350029102223e-05,"Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"2126346","Streptacidiphilus bronchialis",7,119161,6.86626071169765e-07,"Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptacidiphilus"
"2014534","Microbacterium sp. PM5",7,102575,1.59683497590002e-08,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium"
"2509458","Microbacterium protaetiae",7,120199,6.44332113691976e-07,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium"
"1264596","Streptomyces sp. SCSIO 3032",7,82333,1.98915005554149e-07,"Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"103733","Saccharothrix syringae",7,65472,8.03166319896443e-06,"Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Saccharothrix"
"1871022","Libanicoccus massiliensis",7,15673,3.11177675348158e-05,"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Atopobiaceae","Libanicoccus"
"1499973","Escherichia marmotae",7,22446,0.000447501284558291,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia"
"61645","Enterobacter asburiae",7,74182,1.38269399050984e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter"
"54736","Salmonella bongori",7,77464,0.000153309109409477,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Salmonella"
"43263","Pseudomonas alcaligenes",7,114437,3.28648956543742e-07,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"303","Pseudomonas putida",7,124150,0.00011202101099028,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"729","Haemophilus parainfluenzae",7,9960,1.63836579507093e-07,"Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Haemophilus"
"1249553","Bacterioplanes sanyensis",7,108365,3.67949792409247e-07,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae","Bacterioplanes"
"894","Desulfobulbus propionicus",7,88986,0.000317035243390537,"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobulbaceae","Desulfobulbus"
"1327635","Sphingomonas sp. Cra20",7,122448,1.05373695536736e-07,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"34073","Variovorax paradoxus",7,121172,1.01438108179417e-06,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Variovorax"
"2497863","Janthinobacterium sp. 17J80-10",7,184114,5.92975488993399e-06,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Janthinobacterium"
"1936990","Nitrospira sp. KM1",7,113373,2.12308244566748e-07,"Bacteria","Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae","Nitrospira"
"2650158","Bacteroides sp. HF-5141",6,6667,0.000114037275119503,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"820","Bacteroides uniformis",6,16419,0.000297473269496755,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"28119","Bacteroides zoogleoformans",6,21999,1.8234006924116e-05,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"821","Phocaeicola vulgatus",6,79083,9.09431530573163e-05,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola"
"2585119","Alistipes dispar",6,49340,2.34099064896661e-05,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes"
"823","Parabacteroides distasonis",6,34837,2.7583440055301e-05,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides"
"28132","Prevotella melaninogenica",6,18824,1.10565858310318e-05,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella"
"28135","Prevotella oris",6,14137,2.40061808036386e-05,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella"
"76123","Prevotella enoeca",6,22445,2.27979429377315e-05,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella"
"2714927","Dysgonomonas sp. HDW5B",6,77347,0.00191484768274387,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Dysgonomonas"
"2294119","Flavobacterium sp. CJ74",6,125285,1.48726761251507e-06,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"250","Chryseobacterium gleum",6,40905,1.07198656057449e-07,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Chryseobacterium"
"1484116","Hymenobacter sp. PAMC 26554",6,134943,3.03355692374413e-05,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"1446467","Hymenobacter swuensis",6,91662,5.30077433984376e-07,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"1379909","Rufibacter sp. DG15C",6,77668,1.4374824289526e-05,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Hymenobacteraceae","Rufibacter"
"2692134","Spirosoma sp. BT328",6,138281,4.91349588086516e-05,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Spirosoma"
"2315862","Paraflavitalea soli",6,17082,0.000601957041800833,"Bacteria","Bacteroidetes","Chitinophagia","Chitinophagales","Chitinophagaceae","Paraflavitalea"
"456827","Candidatus Cloacimonas acidaminovorans",6,52795,6.53998786061173e-08,"Bacteria","Candidatus Cloacimonetes","","","","Candidatus Cloacimonas"
"208479","Enterocloster bolteae",6,53470,0.0040884890855486,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Enterocloster"
"105841","Anaerostipes caccae",6,101801,0.000880943116202267,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Anaerostipes"
"1229621","Anaerostipes rhamnosivorans",6,52328,0.00424690753131303,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Anaerostipes"
"66219","Lachnoclostridium phytofermentans",6,7417,0.163677029832348,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnoclostridium"
"433286","Anaerocolumna cellulosilytica",6,14055,0.132256192031863,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Anaerocolumna"
"292800","Flavonifractor plautii",6,44622,0.00121405375066864,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Flavonifractor"
"2507162","Caproiciproducens sp. NJN-50",6,19567,0.0048050378455124,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Caproiciproducens"
"351091","Oscillibacter valericigenes",6,27212,0.00704836995729087,"Bacteria","Firmicutes","Clostridia","Clostridiales","Oscillospiraceae","Oscillibacter"
"1496","Clostridioides difficile",6,97699,0.00225184618626521,"Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Clostridioides"
"1505","Paeniclostridium sordellii",6,16611,1.5962187788782e-05,"Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Paeniclostridium"
"1042156","Clostridium sp. SY8519",6,64253,0.215105485158271,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"2779445","Clostridium sp. 'deep sea'",6,43702,6.68901713151833e-06,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"433296","Aminipila butyrica",6,87465,0.00760169862816081,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales Family XIII. Incertae Sedis","Aminipila"
"29322","Eubacterium [Eubacterium] cellulosolvens",6,36144,0.281278678845146,"Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Eubacterium"
"712538","Selenomonas sp. oral taxon 478",6,104052,6.12585716674521e-05,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Selenomonadaceae","Selenomonas"
"971","Selenomonas ruminantium",6,100500,0.000406885469264919,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Selenomonadaceae","Selenomonas"
"907","Megasphaera elsdenii",6,48636,0.00285467299165099,"Bacteria","Firmicutes","Negativicutes","Veillonellales","Veillonellaceae","Megasphaera"
"2211212","Paenibacillus sp. DCT19",6,71170,0.177527892684529,"Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus"
"61624","Paenibacillus mucilaginosus",6,77003,5.86307595008187e-05,"Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus"
"375489","Paenibacillus cellulosilyticus",6,54655,1.38047181834699e-05,"Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus"
"2728023","Cohnella sp. MFER-1",6,168187,0.000188390006717213,"Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Cohnella"
"1295642","Parageobacillus genomosp. 1",6,57998,2.0895452298496e-07,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Parageobacillus"
"1303","Streptococcus oralis",6,31588,1.66746477278941e-06,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"53345","Enterococcus durans",6,61027,1.3273552656073e-05,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus"
"1596","Lactobacillus gasseri",6,49970,3.27344695034596e-07,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus"
"1648","Erysipelothrix rhusiopathiae",6,70056,2.16300237688833e-05,"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Erysipelothrix"
"1870984","Anaerococcus mediterraneensis",6,58010,0.000149548510345331,"Bacteria","Firmicutes","Tissierellia","Tissierellales","Peptoniphilaceae","Anaerococcus"
"2293838","Thermaerobacter sp. PB12/4term",6,107156,8.57531117816817e-06,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales Family XVII. Incertae Sedis","Thermaerobacter"
"1684","Bifidobacterium asteroides",6,58363,1.65186209150583e-07,"Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium"
"2768069","Streptomyces sp. CRXT-Y-14",6,23136,1.46409167480268e-05,"Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"47763","Streptomyces lydicus",6,30614,1.62921377443211e-07,"Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"1898","Streptomyces cacaoi",6,64977,3.90946735938363e-07,"Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"1933880","Glutamicibacter halophytocola",6,107168,1.6123057112795e-06,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Glutamicibacter"
"1072463","Microbacterium lemovicicum",6,57266,3.60702020725011e-08,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium"
"117567","Mycolicibacterium frederiksbergense",6,50091,1.14608275677539e-07,"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycolicibacterium"
"39695","Mycolicibacterium tokaiense",6,44687,1.13127010325054e-06,"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycolicibacterium"
"2488819","Corynebacterium endometrii",6,101271,3.40534774748139e-06,"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium"
"1772","Mycolicibacterium smegmatis",6,99719,4.09469374249692e-08,"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycolicibacterium"
"37329","Nocardia farcinica",6,162927,1.5792693668862e-07,"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Nocardiaceae","Nocardia"
"349751","Corynebacterium marinum",6,37995,5.66097995680023e-10,"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium"
"450734","Nocardioides dokdonensis",6,125416,4.29285303618526e-07,"Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides"
"1690815","Pseudonocardia sp. HH130630-07",6,81500,4.98267456091644e-08,"Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Pseudonocardia"
"1909395","Nonomuraea sp. ATCC 55076",6,71302,0.000646967431083154,"Bacteria","Actinobacteria","Actinobacteria","Streptosporangiales","Streptosporangiaceae","Nonomuraea"
"2213200","Nocardia mangyaensis",6,131086,8.33706765159089e-07,"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Nocardiaceae","Nocardia"
"133926","Olsenella uli",6,66569,1.21702320999783e-05,"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Atopobiaceae","Olsenella"
"467094","Ilumatobacter coccineus",6,96790,5.74979564711443e-08,"Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","Ilumatobacteraceae","Ilumatobacter"
"29552","Acholeplasma axanthum",6,80304,2.43668486127934e-06,"Bacteria","Tenericutes","Mollicutes","Acholeplasmatales","Acholeplasmataceae","Acholeplasma"
"146786","Thermosynechococcus elongatus",6,36617,9.2126555912352e-10,"Bacteria","Cyanobacteria","","Synechococcales","Synechococcaceae","Thermosynechococcus"
"713887","Candidatus Atelocyanobacterium thalassa",6,182775,8.9888475598897e-05,"Bacteria","Cyanobacteria","","Chroococcales","Aphanothecaceae","Candidatus Atelocyanobacterium"
"2652443","Deinococcus sp. AJ005",6,76285,2.04068370495301e-06,"Bacteria","Deinococcus-Thermus","Deinococci","Deinococcales","Deinococcaceae","Deinococcus"
"564","Escherichia fergusonii",6,40914,0.00117481478995283,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia"
"1134687","Klebsiella michiganensis",6,28044,1.32003585720729e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella"
"2153385","Lelliottia sp. WB101",6,71684,2.2127596923717e-07,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Lelliottia"
"1484158","Pantoea sp. PSNIH1",6,68984,9.33867843110928e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea"
"61652","Serratia rubidaea",6,50201,9.34236759966291e-08,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Serratia"
"618","Serratia odorifera",6,131951,1.48609108718817e-07,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Serratia"
"638","Arsenophonus nasoniae",6,70692,2.16215986211916e-07,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Morganellaceae","Arsenophonus"
"192073","Shewanella denitrificans",6,42183,4.61666718206468e-08,"Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Shewanellaceae","Shewanella"
"310783","Deinococcus deserti",6,90849,6.08796886854553e-06,"Bacteria","Deinococcus-Thermus","Deinococci","Deinococcales","Deinococcaceae","Deinococcus"
"2770322","Stenotrophomonas sp. 169",6,38744,8.3698656488573e-07,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas"
"2698682","Lysobacter oculi",6,68597,5.38752136913861e-08,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter"
"2746","Halomonas elongata",6,62494,3.12582961947215e-08,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas"
"2007306","Francisella adeliensis",6,42070,2.4484565178697e-08,"Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Francisellaceae","Francisella"
"80679","Thioflavicoccus mobilis",6,85523,1.04133112607588e-07,"Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Chromatiaceae","Thioflavicoccus"
"585455","Thiohalobacter thiocyanaticus",6,186070,1.18003650474771e-07,"Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Thioalkalispiraceae","Thiohalobacter"
"39775","Methylomicrobium album",6,118869,2.9920572763741e-07,"Bacteria","Proteobacteria","Gammaproteobacteria","Methylococcales","Methylococcaceae","Methylomicrobium"
"1725232","Desulfovibrio Candidatus Desulfovibrio trichonymphae",6,110310,8.57815647192994e-05,"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio"
"880","Desulfovibrio salexigens",6,144592,0.00109304210351175,"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio"
"58180","Desulfovibrio alaskensis",6,11238,0.000240471631035347,"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio"
"345370","Desulfovibrio carbinoliphilus",6,36396,3.83248427166546e-05,"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio"
"296842","Desulfovibrio carbinolicus",6,51381,2.55758704703115e-05,"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio"
"184917","Desulfovibrio magneticus",6,113175,6.47713988149134e-06,"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio"
"2678688","Pseudodesulfovibrio sp. SRB007",6,85134,5.23178361425961e-05,"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Pseudodesulfovibrio"
"899","Desulfomicrobium baculatum",6,88253,0.000234280083724623,"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfomicrobiaceae","Desulfomicrobium"
"1340425","Geobacter anodireducens",6,153753,5.40137876327718e-08,"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Geobacteraceae","Geobacter"
"29542","Pelobacter acetylenicus",6,54744,1.91929038482839e-05,"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Desulfuromonadaceae","Pelobacter"
"373","Agrobacterium vitis",6,111010,7.8532390366881e-06,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Agrobacterium"
"1752398","Ensifer alkalisoli",6,48534,4.44725561162526e-08,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Ensifer"
"716925","Ensifer sojae",6,106096,1.689421157168e-06,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Ensifer"
