"","identity","degree","betweenness","eigenvector","Kingdom","Phylum","Class","Order","Family","Genus"
"1573720","Pseudomonas sp. S49",20,33887,0.569352407977733,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"1842536","Agrobacterium sp. RAC06",20,55243,0.542654147427335,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Agrobacterium"
"126738","Thermotoga sp. RQ7",20,51912,0.515286907751609,"Bacteria","Thermotogae","Thermotogae","Thermotogales","Thermotogaceae","Thermotoga"
"84599","Staphylothermus hellenicus",20,48174,0.500889940222423,"Archaea","Crenarchaeota","Thermoprotei","Desulfurococcales","Desulfurococcaceae","Staphylothermus"
"2109689","Fastidiosipila Clostridiales bacterium Choco116",19,35124,0.407288362043254,"Bacteria","Firmicutes","Clostridia","Clostridiales","Hungateiclostridiaceae","Fastidiosipila"
"47770","Lactobacillus crispatus",19,22658,0.380986864402373,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus"
"272131","Nostoc punctiforme",19,27397,0.585053347661858,"Bacteria","Cyanobacteria","","Nostocales","Nostocaceae","Nostoc"
"61645","Enterobacter asburiae",19,30936,0.651442269778191,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter"
"2609668","Acinetobacter sp. C16S1",19,49861,0.48058491795375,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"202956","Acinetobacter towneri",19,29914,0.46695025435025,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"2005262","Legionella endosymbiont of Polyplax serrata",19,39511,0.4951550332542,"Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Legionellaceae","Legionella"
"386487","Candidatus Ruthia magnifica",19,39152,0.390587643092157,"Bacteria","Proteobacteria","Gammaproteobacteria","Methylococcales","Methylococcaceae","Candidatus Ruthia"
"573658","Candidatus Hodgkinia cicadicola",19,48137,0.518878055422624,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylocystaceae","Candidatus Hodgkinia"
"1913578","Sphingopyxis sp. LPB0140",19,35166,0.364249103910212,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingopyxis"
"257438","Gluconobacter thailandicus",19,30319,0.467040534128598,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Gluconobacter"
"1472345","Basilea psittacipulmonis",19,67740,0.309391024400298,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Basilea"
"261292","Nitrosomonas sp. Is79A3",19,61741,0.276903571048259,"Bacteria","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae","Nitrosomonas"
"35746","Haloferax gibbonsii",19,34829,0.525151616089121,"Archaea","Euryarchaeota","Halobacteria","Haloferacales","Haloferacaceae","Haloferax"
"187878","Thermococcus gammatolerans",19,56149,0.436723549642113,"Archaea","Euryarchaeota","Thermococci","Thermococcales","Thermococcaceae","Thermococcus"
"235559","Arsenophonus endosymbiont of Aleurodicus dispersus",19,38619,0.440760715761125,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Morganellaceae","Arsenophonus"
"568766","Dickeya sp. NCPPB 3274",19,43505,0.616691734698631,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Pectobacteriaceae","Dickeya"
"412965","Candidatus Vesicomyosocius okutanii",19,38538,0.584918377877952,"Bacteria","Proteobacteria","Gammaproteobacteria","Methylococcales","Methylococcaceae","Candidatus Vesicomyosocius"
"1385591","Burkholderia sp. BDU6",19,46647,0.292633178332387,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia"
"2072406","Stenotrophomonas sp. ZAC14D2_NAIMI4_6",19,49159,0.647744721797607,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas"
"61858","Natronorubrum bangense",19,35923,0.450384098631698,"Archaea","Euryarchaeota","Halobacteria","Natrialbales","Natrialbaceae","Natronorubrum"
"1945657","Capnocytophaga sp. H2931",18,53154,0.362203293440069,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Capnocytophaga"
"471223","Geobacillus sp. WCH70",18,37454,0.476322084782119,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Geobacillus"
"1224749","Exiguobacterium sp. ZWU0009",18,32381,0.624748519517546,"Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Exiguobacterium"
"1218494","Lactobacillus helsingborgensis",18,39909,0.41826593613636,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus"
"247481","Candidatus Cardinium hertigii",18,40511,0.48534989646983,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Amoebophilaceae","Candidatus Cardinium"
"1394889","Thermosynechococcus sp. NK55a",18,27284,0.612615524479789,"Bacteria","Cyanobacteria","","Synechococcales","Synechococcaceae","Thermosynechococcus"
"28901","Salmonella enterica",18,25433,0.755882675380146,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Salmonella"
"1987580","Proteus columbae",18,31848,0.479143795918923,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Morganellaceae","Proteus"
"1855380","Pseudomonas sp. Z003-0.4C(8344-21)",18,33718,0.558515482104893,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"1808001","Acinetobacter sp. LoGeW2-3",18,58449,0.342456478373546,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"134534","Acinetobacter gyllenbergii",18,55983,0.304996350142768,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"490759","Marinobacter sp. BSs20148",18,41065,0.559105732715258,"Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Marinobacter"
"2007306","Francisella adeliensis",18,55412,0.311648790456115,"Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Francisellaceae","Francisella"
"2211106","Thiomicrorhabdus aquaedulcis",18,36377,0.309277394383249,"Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Piscirickettsiaceae","Thiomicrorhabdus"
"28084","Legionella cherrii",18,36089,0.342196907610125,"Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Legionellaceae","Legionella"
"2732593","Wolbachia endosymbiont of Ctenocephalides felis wCfeT",18,36745,0.256384744248164,"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Anaplasmataceae","Wolbachia"
"91604","Candidatus Paracaedibacter acanthamoebae",18,45769,0.386857752239306,"Bacteria","Proteobacteria","Alphaproteobacteria","Holosporales","Candidatus Paracaedibacteraceae","Candidatus Paracaedibacter"
"179879","Burkholderia anthina",18,34564,0.46953246661103,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia"
"96942","Vitreoscilla sp. C1",18,49421,0.364380677425731,"Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Vitreoscilla"
"2675298","Sulfuriferula nivalis",18,40877,0.381210529205919,"Bacteria","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Sulfuricellaceae","Sulfuriferula"
"813","Chlamydia trachomatis",18,32510,0.455716764564692,"Bacteria","Chlamydiae","Chlamydiia","Chlamydiales","Chlamydiaceae","Chlamydia"
"381751","Thermocrinis minervae",18,38178,0.507295366323758,"Bacteria","Aquificae","Aquificae","Aquificales","Aquificaceae","Thermocrinis"
"2093824","Candidatus Nanosynbacter lyticus",18,55952,0.291466430790888,"Bacteria","Candidatus Saccharibacteria","Candidatus Saccharimonia","Candidatus Nanosynbacterales","Candidatus Nanosynbacteraceae","Candidatus Nanosynbacter"
"2238","Haloarcula marismortui",18,32098,0.537583963543403,"Archaea","Euryarchaeota","Halobacteria","Halobacteriales","Haloarculaceae","Haloarcula"
"1712654","Thermococcus piezophilus",18,52406,0.567524136017029,"Archaea","Euryarchaeota","Thermococci","Thermococcales","Thermococcaceae","Thermococcus"
"58290","Archaeoglobus veneficus",18,29029,0.500569251207652,"Archaea","Euryarchaeota","Archaeoglobi","Archaeoglobales","Archaeoglobaceae","Archaeoglobus"
"1294262","Sulfuracidifex tepidarius",18,50626,0.504919563447473,"Archaea","Crenarchaeota","Thermoprotei","Sulfolobales","Sulfolobaceae","Sulfuracidifex"
"2698804","Streptococcus sp. CNU G3",18,55402,0.327716683836647,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"136609","Leuconostoc kimchii",18,44383,0.427476850384325,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Leuconostoc"
"1442554","Synechococcus sp. MEDNS5",18,36138,0.385137357611634,"Bacteria","Cyanobacteria","","Synechococcales","Synechococcaceae","Synechococcus"
"75612","Pseudomonas mandelii",18,53930,0.318490254378528,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"1636609","Aeromonas sp. ASNIH4",18,29729,0.537306886626842,"Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Aeromonadaceae","Aeromonas"
"391613","Roseovarius sp. TM1035",18,40976,0.353283280421376,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Roseovarius"
"311400","Thermococcus kodakarensis",18,56403,0.482573441809855,"Archaea","Euryarchaeota","Thermococci","Thermococcales","Thermococcaceae","Thermococcus"
"1577791","Candidatus Methanoplasma termitum",18,33555,0.482904391256919,"Archaea","Euryarchaeota","Thermoplasmata","Methanomassiliicoccales","Methanomassiliicoccaceae","Candidatus Methanoplasma"
"676208","Rickettsiella Candidatus Rickettsiella viridis",18,23001,0.670461477395459,"Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Coxiellaceae","Rickettsiella"
"76832","Myroides odoratimimus",17,40321,0.341518834635126,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Myroides"
"2725414","Chitinophaga sp. 1303",17,46972,0.364900123736945,"Bacteria","Bacteroidetes","Chitinophagia","Chitinophagales","Chitinophagaceae","Chitinophaga"
"391290","Geobacillus sp. E263",17,44515,0.368778751231974,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Geobacillus"
"1805431","Enterococcus saigonensis",17,45584,0.376380259298573,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus"
"57037","Lactobacillus zeae",17,49132,0.123268350267638,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus"
"97478","Limosilactobacillus Lactobacillus mucosae",17,22219,0.677569375390797,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Limosilactobacillus"
"1246","Leuconostoc lactis",17,30011,0.413156523603649,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Leuconostoc"
"1522","Erysipelatoclostridium [Clostridium] innocuum",17,37401,0.461633648907323,"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Erysipelatoclostridium"
"535712","Rhodoluna Candidatus Rhodoluna planktonica",17,44786,0.28972812607233,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Rhodoluna"
"2130","Ureaplasma urealyticum",17,66654,0.271222341390873,"Bacteria","Tenericutes","Mollicutes","Mycoplasmatales","Mycoplasmataceae","Ureaplasma"
"2138","Spiroplasma poulsonii",17,27669,0.502081617891869,"Bacteria","Tenericutes","Mollicutes","Entomoplasmatales","Spiroplasmataceae","Spiroplasma"
"74700","Entomoplasma freundtii",17,42875,0.30946352948785,"Bacteria","Tenericutes","Mollicutes","Entomoplasmatales","Entomoplasmataceae","Entomoplasma"
"46234","Anabaena sp. 90",17,43096,0.38069824772073,"Bacteria","Cyanobacteria","","Nostocales","Nostocaceae","Anabaena"
"70799","Nodularia spumigena",17,40998,0.428923297398883,"Bacteria","Cyanobacteria","","Nostocales","Aphanizomenonaceae","Nodularia"
"1050657","Synechococcus sp. A15-62",17,38134,0.342726157330776,"Bacteria","Cyanobacteria","","Synechococcales","Synechococcaceae","Synechococcus"
"1967666","Microcystis sp. MC19",17,38949,0.344235658064712,"Bacteria","Cyanobacteria","","Chroococcales","Microcystaceae","Microcystis"
"1505596","Candidatus Blochmannia Blochmannia endosymbiont of Polyrhachis (Hedomyrma) turneri",17,21486,0.424636581926662,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Candidatus Blochmannia"
"2492396","Kosakonia sp. CCTCC M2018092",17,28693,0.47911656676336,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Kosakonia"
"633","Yersinia pseudotuberculosis",17,16118,0.495660692065095,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Yersinia"
"2488639","Pectobacterium versatile",17,42218,0.313228880606451,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Pectobacteriaceae","Pectobacterium"
"78543","Pseudomonas migulae",17,29898,0.325403603341117,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"1148157","Acinetobacter oleivorans",17,46522,0.279144472080738,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"45610","Psychrobacter urativorans",17,31620,0.379183572401413,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Psychrobacter"
"2183582","Saliniradius amylolyticus",17,43820,0.244485125356727,"Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Saliniradius"
"720","Actinobacillus lignieresii",17,28847,0.564571238752803,"Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Actinobacillus"
"246167","Vibrio crassostreae",17,19628,0.482777250844855,"Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio"
"1908198","Salinivibrio kushneri",17,25630,0.416209483148367,"Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Salinivibrio"
"29447","Xanthomonas albilineans",17,26631,0.241508332994738,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Xanthomonas"
"2666185","Spiribacter sp. 2438",17,36723,0.264209254239622,"Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Ectothiorhodospiraceae","Spiribacter"
"716816","Oceanicoccus sagamiensis",17,42467,0.168045884650983,"Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Spongiibacteraceae","Oceanicoccus"
"1538158","Rhizobium acidisoli",17,20489,0.376273820166514,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium"
"56730","Rhizobium gallicum",17,21315,0.493798213584792,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium"
"111504","Bartonella birtlesii",17,36882,0.482139993440485,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bartonellaceae","Bartonella"
"1906738","Hyphomonas sp. Mor2",17,48849,0.203488819257656,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Hyphomonadaceae","Hyphomonas"
"1809410","Herminiimonas arsenitoxidans",17,46143,0.268702941398294,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Herminiimonas"
"483","Neisseria cinerea",17,20618,0.415284448725803,"Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Neisseria"
"1581680","Candidatus Methylopumilus turicensis",17,31505,0.343668595630836,"Bacteria","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Methylophilaceae","Candidatus Methylopumilus"
"83555","Chlamydia abortus",17,47141,0.464180405408431,"Bacteria","Chlamydiae","Chlamydiia","Chlamydiales","Chlamydiaceae","Chlamydia"
"2247","Halorubrum lacusprofundi",17,26075,0.405364265336038,"Archaea","Euryarchaeota","Halobacteria","Haloferacales","Halorubraceae","Halorubrum"
"2650975","Halorussus sp. ZS-3",17,38454,0.33884362673848,"Archaea","Euryarchaeota","Halobacteria","Halobacteriales","Halobacteriaceae","Halorussus"
"1609968","Methanobrevibacter sp. YE315",17,28679,0.558884831515404,"Archaea","Euryarchaeota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanobrevibacter"
"1291540","Candidatus Methanomethylophilus alvus",17,33067,0.248732316857693,"Archaea","Euryarchaeota","Thermoplasmata","Methanomassiliicoccales","Candidatus Methanomethylophilaceae","Candidatus Methanomethylophilus"
"2285","Sulfolobus acidocaldarius",17,24247,0.466270084663913,"Archaea","Crenarchaeota","Thermoprotei","Sulfolobales","Sulfolobaceae","Sulfolobus"
"54254","Thermosphaera aggregans",17,27206,0.473990718910823,"Archaea","Crenarchaeota","Thermoprotei","Desulfurococcales","Desulfurococcaceae","Thermosphaera"
"683846","Fervidicoccus fontis",17,36607,0.537343921475137,"Archaea","Crenarchaeota","Thermoprotei","Fervidicoccales","Fervidicoccaceae","Fervidicoccus"
"338192","Nitrosopumilus maritimus",17,23711,0.437095108356259,"Archaea","Thaumarchaeota","","Nitrosopumilales","Nitrosopumilaceae","Nitrosopumilus"
"497727","Nitrososphaera Candidatus Nitrososphaera gargensis",17,38711,0.265958787066233,"Archaea","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales","Nitrososphaeraceae","Nitrososphaera"
"53407","Pseudomonas asplenii",17,38296,0.422996511505718,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"2493670","Mesorhizobium sp. M2A.F.Ca.ET.043.02.1.1",17,31267,0.494674537210888,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Mesorhizobium"
"85701","Bartonella tribocorum",17,39175,0.305467793477917,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bartonellaceae","Bartonella"
"1637862","Burkholderia sp. LA-2-3-30-S1-D2",17,21242,0.485030440742885,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia"
"151081","Pseudoalteromonas ruthenica",17,23863,0.592457472839876,"Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Pseudoalteromonas"
"1034015","Nitrososphaera viennensis",17,20123,0.52323108009685,"Archaea","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales","Nitrososphaeraceae","Nitrososphaera"
"249402","Candidatus Cardinium Cardinium endosymbiont of Encarsia pergandiella",16,13986,0.828743652398336,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Amoebophilaceae","Candidatus Cardinium"
"1930764","Sporosarcina sp. P33",16,39548,0.24999834261289,"Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Sporosarcina"
"78258","Parascardovia denticolens",16,35049,0.245226627171269,"Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Parascardovia"
"2070337","Curtobacterium sp. SGAir0471",16,25084,0.311709199416433,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Curtobacterium"
"222805","Mycobacterium chimaera",16,25289,0.484950165666436,"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium"
"1767","Mycobacterium intracellulare",16,32304,0.478906196692832,"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium"
"1718","Corynebacterium glutamicum",16,37547,0.120810737402554,"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium"
"139021","Dietzia psychralcaliphila",16,24398,0.174958942259997,"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Dietziaceae","Dietzia"
"1744","Propionibacterium freudenreichii",16,42985,0.282529155101105,"Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Propionibacterium"
"2108470","Plantactinospora sp. BC1",16,28493,0.495948603627801,"Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Plantactinospora"
"45361","Mycoplasma conjunctivae",16,35298,0.439819378368299,"Bacteria","Tenericutes","Mollicutes","Mycoplasmatales","Mycoplasmataceae","Mycoplasma"
"29554","Mycoplasma canadense",16,39825,0.40706133919636,"Bacteria","Tenericutes","Mollicutes","Mycoplasmatales","Mycoplasmataceae","Mycoplasma"
"29501","Mycoplasma haemofelis",16,24691,0.554323748647657,"Bacteria","Tenericutes","Mollicutes","Mycoplasmatales","Mycoplasmataceae","Mycoplasma"
"135727","Candidatus Phytoplasma ziziphi",16,30906,0.260464429607529,"Bacteria","Tenericutes","Mollicutes","Acholeplasmatales","Acholeplasmataceae","Candidatus Phytoplasma"
"1166","Dolichospermum flos-aquae",16,22423,0.494171131416901,"Bacteria","Cyanobacteria","","Nostocales","Aphanizomenonaceae","Dolichospermum"
"64471","Synechococcus sp. CC9311",16,31216,0.368204032008478,"Bacteria","Cyanobacteria","","Synechococcales","Synechococcaceae","Synechococcus"
